ENTIDAD,MUNICIPIO,PARTIDO,PRESIDENTE_MUNICIPAL,PERIODO_FORMATO_ORIGINAL,Year
BAJA CALIFORNIA SUR,LA PAZ,CXBDS,ROSA DELIA COTA MONTAÑO,del 30-Abr-2008 al 29-Abr-2011,2008
BAJA CALIFORNIA SUR,LA PAZ,JHHEBCS,MILENA PAOLA QUIROGA ROMERO,del 25-Sep-2021 al 24-Sep-2024,2022
BAJA CALIFORNIA SUR,LA PAZ,PAN,ADAN RUFO VELARDE,del 30-Abr-1993 al 29-Abr-1996,1993
BAJA CALIFORNIA SUR,LA PAZ,PRD-PT,ALFREDO PORRAS DOMINGUEZ,del 30-Abr-1999 al 29-Abr-2002,2000
BAJA CALIFORNIA SUR,LA PAZ,PRI,VIRIDIANO POLANCO HOLGUIN,del 30-Abr-1996 al 29-Abr-1999,1997
BAJA CALIFORNIA SUR,LA PAZ,UXBCS,ESTHELA DE JESUS PONCE BELTRAN,del 30-Abr-2011 al 15-Sep-2015,2012
BAJA CALIFORNIA SUR,LORETO,CC,ARELY ARCE PERALTA,del 27-Sep-2015 al 27-Sep-2018,2016
BAJA CALIFORNIA SUR,LORETO,CC,ARELY ARCE PERALTA,del 27-Sep-2018 al 27-Sep-2021,2018
BAJA CALIFORNIA SUR,LORETO,NA,ALFREDO GARCIA GREEN,de 1993 a 1996,1993
BAJA CALIFORNIA SUR,LORETO,NA,ANTONIO VERDUGO DAVIS,de 1999 a 2002,1999
BAJA CALIFORNIA SUR,LORETO,NA,HOMERO DAVID CASTRO,de 2002 a 2005,2002
BAJA CALIFORNIA SUR,LORETO,NA,RAMON DAVIS DREW,de 1996 a 1999,1996
BAJA CALIFORNIA SUR,LORETO,NA,RODOLFO DAVIS OSUNA,de 2005 a 2008,2005
BAJA CALIFORNIA SUR,LORETO,PRD,YUAN YEE CUNNINGHAM,del 30-Abr-2008 al 29-Abr-2011,2008
BAJA CALIFORNIA SUR,LORETO,UC,PAOLA MARGARITA COTA DAVIS,del 25-Sep-2021 al 24-Sep-2024,2022
BAJA CALIFORNIA SUR,LORETO,UXBCS,JORGE ALBERTO AVILES PEREZ,del 30-Abr-2011 al 15-Sep-2015,2012
BAJA CALIFORNIA SUR,LOS CABOS,CC,ARTURO DE LA ROSA ESCALANTE,del 27-Sep-2015 al 27-Sep-2018,2016
BAJA CALIFORNIA SUR,LOS CABOS,COAL,JESUS ARMIDA CASTRO GUZMAN,del 27-Sep-2018 al 27-Sep-2021,2019
BAJA CALIFORNIA SUR,LOS CABOS,COAL,LUIS ARMANDO DIAZ,2005-2008,2005
BAJA CALIFORNIA SUR,LOS CABOS,COAL,ULISES OMAR CESEÑA MONTAÑO,2002-2005,2002
BAJA CALIFORNIA SUR,LOS CABOS,CXBDS,JOSE A ABUNDES MONTAÑO,del 30-Abr-2008 al 29-Abr-2011,2008
BAJA CALIFORNIA SUR,LOS CABOS,JHHEBCS,OSCAR LEGGS CASTRO,del 25-Sep-2021 al 24-Sep-2024,2022
BAJA CALIFORNIA SUR,LOS CABOS,NA,MIGUEL ANGEL OLACEA PALACIOS,de 1993 a 1996,1993
BAJA CALIFORNIA SUR,LOS CABOS,NA,NA,NA,1997
BAJA CALIFORNIA SUR,LOS CABOS,NA,NARCISO AGUNDEZ MONTAÑO,1999-2002,1999
BAJA CALIFORNIA SUR,LOS CABOS,SUDTP,JOSE ANTONIO AGUNDEZ MONTAÑO,del 30-Abr-2011 al 15-Sep-2015,2012
BAJA CALIFORNIA SUR,MULEGE,CC,CECILIA LOPEZ GONZALEZ,del 27-Sep-2015 al 27-Sep-2018,2016
BAJA CALIFORNIA SUR,MULEGE,COALICIoN,PEDRO GRACIANO OSUNA LOPEZ,del 30-Abr-2005 al 29-Abr-2008,2006
BAJA CALIFORNIA SUR,MULEGE,CXBDS,JOSE MANUEL MURILLO PERALTA,del 30-Abr-2008 al 29-Abr-2011,2009
BAJA CALIFORNIA SUR,MULEGE,PAN,ENRIQUE GARAYZAR ASIAIN,del 30-Abr-1999 al 29-Abr-2002,2000
BAJA CALIFORNIA SUR,MULEGE,PNA,JOSE FELIPE PRADO BAUTISTA,del 27-Sep-2018 al 27-Sep-2021,2019
BAJA CALIFORNIA SUR,MULEGE,PRI,GILBERTO FLORES YEE,del 30-Abr-1993 al 29-Abr-1996,1993
BAJA CALIFORNIA SUR,MULEGE,PRI,JOSE MANUEL ROJAS AGUILAR,del 30-Abr-1996 al 29-Abr-1999,1997
BAJA CALIFORNIA SUR,MULEGE,PRI,MARCO ANTONIO NUÑEZ ROSAS,del 30-Abr-2002 al 29-Abr-2005,2003
BAJA CALIFORNIA SUR,MULEGE,SUDTP,GUILLERMO SANTILLAN MEZA,del 30-Abr-2011 al 15-Sep-2015,2012
BAJA CALIFORNIA SUR,MULEGE,UC,EDITH AGUILAR VILLAVICENCIO,del 25-Sep-2021 al 24-Sep-2024,2022
CAMPECHE,CALAKMUL,CCPT,LUIS FELIPE MORA HERNANDEZ,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,CALAKMUL,CM,JUAN GONZALEZ CHAN,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,CALAKMUL,COALICIoN,LUIS ALFONSO GONZALEZ CAAMAL,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,CALAKMUL,MORENA,LUIS ENRIQUE ALVARADO MOO,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,CALAKMUL,PAN,JUAN ENRIQUE GONZALEZ CHAN,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,CALAKMUL,PRI,BALTAZAR INOCENCIO GONZALEZ ZAPATA,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,CALAKMUL,PRI,ELISEO EK ALCOCER,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,CALAKMUL,PRI,EPIFANIO HERNANDEZ CERVANTES,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,CALAKMUL,PRI,JULIO CESAR PULIDO CONTRERAS,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,CALAKMUL,UXC,MIGUEL GUTIERREZ SANCHEZ,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,CALKINI,CCPT,ROQUE JACINTO SANCHEZ GOLIB,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,CALKINI,COAL,JUANITA DEL ROSARIO CORTES MOO,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,CALKINI,MORENA,JOSE EMILIANO CANUL AKE,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,CALKINI,PAN,MARTHA PATRICIA GARCIA,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,CALKINI,PRI,ABELARDO MAYOR CUEVAS,del 01-Ene-1992 al 31-Dic-1994,1992
CAMPECHE,CALKINI,PRI,JORGE ANTONIO COCON COLLI,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,CALKINI,PRI,JOSE FELIPE ESTRADA MIJANGOS,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,CALKINI,PRI,MIGUEL HUMBERTO RODRIGUEZ SUAREZ,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,CALKINI,PRI,SONIA JACQUELINE CUEVAS KANTUN,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,CALKINI,PRI,VICTOR HUGO BALTAZAR RODRIGUEZ,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,CALKINI,UXC,CARLOS EDUARDO SANGUINO CARRIL,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,CAMPECHE,COAL,EDGAR ROMAN HERNANDEZ HERNANDEZ,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,CAMPECHE,CPCAF,ELISEO FERNANDEZ MONTUFAR,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,CAMPECHE,PAN,BEATRIZ SELEM TRUEBA,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,CAMPECHE,PMC,BIBY KAREN RABELO DE LA TORRE,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,CAMPECHE,PRI,ANA MARTHA ESCALANTE CASTILLO,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,CAMPECHE,PRI,CARLOS OZNEROL PACHECO CASTRO,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,CAMPECHE,PRI,FERNANDO EUTIMIO ORTEGA BERNES,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,CAMPECHE,PRI,GABRIEL ESCALANTE CASTILLO,de 1992 a 1994,1992
CAMPECHE,CAMPECHE,PRI,JORGE CARLOS HURTADO VALDEZ,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,CAMPECHE,PRI,JOSE ANTONIO GONZALEZ CURI,del 01-Ene-1995 a 1997,1995
CAMPECHE,CAMPECHE,PRI,VICTOR MANUEL MENDEZ LANZ,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,CANDELARIA,CM,ROBERTO CRUZ SAN MIGUEL,del 01-Oct-1997 al 30-Sep-2000,1997
CAMPECHE,CANDELARIA,COAL,FRANCISCO JAVIER FARIAS BAILON,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,CANDELARIA,CPCAF,SALVADOR FARIAS GONZALEZ,del 01-Oct-2018 al 30-Sep-2021,2018
CAMPECHE,CANDELARIA,PAN,FERNANDO RAMIREZ FELIX,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,CANDELARIA,PAN,SALVADOR FARIAS GONZALEZ,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,CANDELARIA,PAN,SALVADOR FARIAS GONZALEZ,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,CANDELARIA,PRI,ANTONIO PIEDRA CASTRO,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,CANDELARIA,PRI,CANDELARIO SALOMON CRUZ,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,CANDELARIA,PRI,RODOLFO VALENTIN CAMBRANIS LOPEZ,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,CARMEN,CCPT,OSCAR ROMAN ROSAS GONZALEZ,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,CARMEN,MORENA,PABLO GUTIERREZ LAZARUS,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,CARMEN,PAN,JORGE ROSIÑOL ABREU,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,CARMEN,PAN,JOSE IGNACIO SEARA SIERRA,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,CARMEN,PAN,PABLO GUTIERREZ LAZARUS,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,CARMEN,PAN,SEBASTIAN CALDERON CENTENO,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,CARMEN,PRI,ENRIQUE IVAN GONZALEZ LOPEZ,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,CARMEN,PRI,JOSE JABER RAFFUL,del 01-Ene-1992 al 31-Dic-1994,1992
CAMPECHE,CARMEN,PRI,LUIS ALBERTO FUENTES MENA,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,CARMEN,PRI,RICARDO AUGUSTO OCAMPO FERNANDEZ,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,CARMEN,UXC,ARACELY ESCALANTE JASSO,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,CHAMPOTON,CCPT,DANIEL MARTIN LEON CRUZ,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,CHAMPOTON,COAL,RAUL ARMANDO URIBE HAYDAR,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,CHAMPOTON,MORENA,CLAUDETH SARRICOLEA CASTILLEJO,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,CHAMPOTON,NA,JOSE E CHONGO VAZQUEZ,del 01-Ene-1992 al 31-Dic-1994,1992
CAMPECHE,CHAMPOTON,PAN,JORGE ENRIQUE CASTRO SANDOVAL,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,CHAMPOTON,PRD,ARTURO MANUEL DURAN LEON,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,CHAMPOTON,PRI,HERCULANO ANGULO VILLACIS,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,CHAMPOTON,PRI,JOSE LUIS ARJONA ROSADO,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,CHAMPOTON,PRI,MARIO LUIS GARCIA ORTEGON,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,CHAMPOTON,PRI,RAUL ARMANDO URIBE FLORES,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,CHAMPOTON,UXC,XICOTENCATL GONZALEZ HERNANDEZ,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,DZITBALCHE,MORENA,ROBERTO HERRERA MAAS,del 01-Oct-2021 al 30-Sep-2024,2021
CAMPECHE,ESCARCEGA,COAL,ATILANO MOSQUEDA AGUAYO,del 01-Oct-2015 al 03-Ago-2017,2016
CAMPECHE,ESCARCEGA,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,ESCARCEGA,MORENA,RODOLFO BAUTISTA PUC,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,ESCARCEGA,PAN,PEDRO ALFONSO MORENO MORA,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,ESCARCEGA,PMC,SILVESTRE LEMUS OROZCO,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,ESCARCEGA,PRI,CARLOS COLLI CUEVAS,del 04-Ago-2017 al 30-Sep-2018,2018
CAMPECHE,ESCARCEGA,PRI,FERNANDO MANUEL CABALLERO BUENFIL,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,ESCARCEGA,PRI,HUMBERTO MANUEL CAHUICH JESUS,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,ESCARCEGA,PRI,MAURO GONZALEZ LUNA,del 01-Ene-1992 al 31-Dic-1994,1992
CAMPECHE,ESCARCEGA,PRI,RIGOBERTO CAMBRANIS GONZALEZ,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,ESCARCEGA,PRI,ROSAURA DEL CARMEN GONZALEZ CASTILLO,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,ESCARCEGA,UXC,JOSE LEONARDO MOYAO CRUZ,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,HECELCHAKAN,COAL,JOSE DOLORES BRITO PECH,del 01-Oct-2021 al 30-Sep-2024,2021
CAMPECHE,HECELCHAKAN,PAN,MARCO ANTONIO AKE CHI,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,HECELCHAKAN,PAN,MODESTO ARCANGEL PECH UITZ,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,HECELCHAKAN,PAN,MODESTO ARCANGEL PECH UITZ,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,HECELCHAKAN,PES,JOSE DOLORES BRITO PECH,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,HECELCHAKAN,PRI,CARLOS ENRIQUE TORRES MELKEN,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,HECELCHAKAN,PRI,FERNANDO ANTONIO NAHUM SLEME LAVADORES,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,HECELCHAKAN,PRI,JOSE DOLORES BRITO PECH,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,HECELCHAKAN,PRI,JOSE LUIS MONTERO ROSADO,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,HECELCHAKAN,PRI,JUAN MANUEL MELKEN DIAZ,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,HECELCHAKAN,PRI,WILBERTH PEREZ HURTADO,del 01-Ene-1992 al 31-Dic-1994,1992
CAMPECHE,HOPELCHEN,CCPT,SANDY ARELI BAAS CAUICH,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,HOPELCHEN,COAL,EMILIO LARA CALDERON,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,HOPELCHEN,COAL,JOSE IGNACIO ESPAÑA NOVELO,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,HOPELCHEN,PAN,HEBERT RAFAEL INFANTE YEH,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,HOPELCHEN,PAN,NIDIA MILDRED YEH PANTI,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,HOPELCHEN,PRI,ALONSO JULIAN PACHECO UCAN,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,HOPELCHEN,PRI,JORGE LARA LOPEZ,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,HOPELCHEN,PRI,JOSE ANTONIO LARA CAHUICH,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,HOPELCHEN,PRI,JUAN JESUS INFANTE PACHECO,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,HOPELCHEN,PRI,JULIO ALBERTO SANSORES SANSORES,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,HOPELCHEN,PRI,PEDRO LARA Y ARA,del 01-Ene-1992 al 31-Dic-1994,1992
CAMPECHE,PALIZADA,CCPT,MARITZA DIAZ DOMINGUEZ,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,PALIZADA,COAL,ANGELA DEL CARMEN CAMARA DAMAS,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,PALIZADA,COALICIoN,LUIS AYALA MENENDEZ,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,PALIZADA,PAN,PEDRO JAVIER AYALA CAMARA,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,PALIZADA,PRI,CARLOS ROBERTO AYALA FERNANDEZ DEL CAMPO,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,PALIZADA,PRI,DEYRO CAMARA DAMAS,del 01-Oct-2003 al 30-Sep-2006,2004
CAMPECHE,PALIZADA,PRI,GENARO LORENZO ABREU BARROSO,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,PALIZADA,PRI,JAVIER ZAVALA BALLONA,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,PALIZADA,PRI,RAUL DEL RIVERO QUINTERO,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,PALIZADA,PRI,SAMUEL DIAZ BENITEZ,del 01-Ene-1992 al 31-Dic-1994,1992
CAMPECHE,PALIZADA,UXC,VICENTE GUERRERO DEL RIVERO,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,SEYBAPLAYA,COAL,CINTHYA GELITZI VELAZQUEZ RIVERA,del 01-Oct-2021 al 30-Sep-2024,2021
CAMPECHE,TENABO,COAL,JOSE FRANCISCO LOPEZ KU,del 01-Oct-2015 al 30-Sep-2018,2016
CAMPECHE,TENABO,COAL,KARLA DEL ROSARIO UC TUZ,del 01-Oct-2021 al 30-Sep-2024,2022
CAMPECHE,TENABO,MORENA,MARIA DEL CARMEN UC CANUL,del 01-Oct-2018 al 30-Sep-2021,2019
CAMPECHE,TENABO,PAN,MANUEL JESUS COLLI KU,del 01-Oct-2009 al 30-Sep-2012,2010
CAMPECHE,TENABO,PRI,DANIEL EDILBERTO CALAN CANUL,del 01-Oct-2012 al 30-Sep-2015,2013
CAMPECHE,TENABO,PRI,ELDA EUSEBIA CONCHA CHAVEZ,del 01-Ene-1995 al 30-Sep-1997,1995
CAMPECHE,TENABO,PRI,ENRIQUE MUÑOZ HERRERA,del 01-Ene-1992 al 31-Dic-1994,1992
CAMPECHE,TENABO,PRI,JOSE ROMAN CHAN POOT,del 01-Oct-2000 al 30-Sep-2003,2001
CAMPECHE,TENABO,PRI,JULIO CESAR SANCHEZ CAAMAL,del 01-Oct-2006 al 30-Sep-2009,2007
CAMPECHE,TENABO,PRI,PONCIANO NARVAEZ MOO,del 01-Oct-1997 al 30-Sep-2000,1998
CAMPECHE,TENABO,PRI,WILBERT ARIEL RUIZ POOT,del 01-Oct-2003 al 30-Sep-2006,2004
CHIAPAS,ACACOYAGUA,COALICIoN,JOSE MARTIN NOMURA HERNANDEZ,del 01-Ene-2005 al 31-Dic-2007,2005
CHIAPAS,ACACOYAGUA,NA,MARIO MATIAS SALAS,de 1992 a 1995,1992
CHIAPAS,ACACOYAGUA,PAN,ANGEL GALILEO KOMUKAI MATSUI,del 01-Ene-2008 al 31-Dic-2010,2008
CHIAPAS,ACACOYAGUA,PCHU,ELMER CAMPOS GUTIERREZ,del 01-Oct-2018 al 30-Sep-2021,2019
CHIAPAS,ACACOYAGUA,PMACH,PATRICIO ELI MATIAS SALAS,del 01-Oct-2015 al 30-Sep-2018,2016
CHIAPAS,ACACOYAGUA,PRI,ANGEL GALILEO KOMUKAY MATSUI,del 01-Ene-1999 al 31-Dic-2001,1999
CHIAPAS,ACACOYAGUA,PRI,FELIX GUSTAVO SOSA HERNANDEZ,del 01-Ene-2011 al 31-Ago-2012,2011
CHIAPAS,ACACOYAGUA,PRI,OLEGARIO ORTIZ GARCIA,del 01-Oct-2012 al 30-Sep-2015,2013
CHIAPAS,ACACOYAGUA,PRI,SILVERIO ANTONIO ANTOLIN,del 01-Ene-1996 al 31-Dic-1998,1996
CHIAPAS,ACACOYAGUA,PRI,VALENTIN ANTONIO ORDOÑEZ,del 01-Ene-2002 al 31-Dic-2004,2002
CHIAPAS,ACACOYAGUA,PVEM,ISMAEL DIAZ ESTRADA,del 01-Sep-2021 al 31-Ago-2024,2022
CHIAPAS,ACALA,AXA,JUAN CARLOS CAMACHO RUIZ,del 01-Ene-2002 al 31-Dic-2004,2002
CHIAPAS,ACALA,CC,DAGOBERTO SANTIAGO ROMAN FLORES,del 01-Oct-2012 al 30-Sep-2015,2013
CHIAPAS,ACALA,PAN,RODRIGO TRINIDAD ROSALES FRANCO,del 01-Ene-2005 al 31-Dic-2007,2005
CHIAPAS,ACALA,PCHU,RODRIGO TRINIDAD ROSALES FRANCO,del 01-Oct-2018 al 30-Sep-2021,2019
CHIAPAS,ACALA,PCHU,RODRIGO TRINIDAD ROSALES FRANCO,del 01-Sep-2021 al 31-Ago-2024,2021
CHIAPAS,ACALA,PMACH,MARCO ANTONIO RUIZ PASCACIO,del 01-Oct-2015 al 30-Sep-2018,2016
CHIAPAS,ACALA,PRD,JESUS ABUNDIO NARCIA COELLO,del 01-Ene-1999 al 31-Dic-2001,1999
CHIAPAS,ACALA,PRI,MARIO ALBERTO COELLO LAVARIEGA,del 01-Ene-2008 al 31-Dic-2010,2008
CHIAPAS,ACALA,PRI,PEDRO MATUSALEN LUNA GONZALEZ,del 01-Ene-1996 al 31-Dic-1998,1996
CHIAPAS,ACALA,PRI,RIGOBERTO GONZALEZ YUCA,del 01-Ene-1992 al 31-Dic-1995,1992
CHIAPAS,ACALA,PVEM,JESUS ABUNDIO NARCIA COELLO,del 01-Ene-2011 al 31-Ago-2012,2011
CHIAPAS,ACAPETAHUA,PCHU,RODOLFO CERDA GUTIERREZ,del 01-Oct-2015 al 30-Sep-2018,2016
CHIAPAS,ACAPETAHUA,PRI,EDUARDO HILERIO CHIRINO,del 01-Ene-1999 al 31-Dic-2001,1999
CHIAPAS,ACAPETAHUA,PRI,GONZALO ESPINOSA CRUZ,del 01-Ene-1992 al 31-Dic-1995,1992
CHIAPAS,ACAPETAHUA,PRI,JOSE MANUEL CHOY ESPINOSA,del 01-Ene-1996 al 31-Dic-1998,1996
CHIAPAS,ACAPETAHUA,PT,ANGEL PEREZ ESPINOZA,del 01-Ene-2011 al 31-Ago-2012,2011
CHIAPAS,ACAPETAHUA,PVEM,ADALBERTO MORENO GALLEGOS,del 01-Ene-2008 al 31-Dic-2010,2008
CHIAPAS,ACAPETAHUA,PVEM,ARIEL ESPINOSA DOMINGUEZ,del 01-Ene-2005 al 31-Dic-2007,2005
CHIAPAS,ACAPETAHUA,PVEM,AURELIO AGUSTIN ORANTES OVALLE,del 01-Oct-2012 al 30-Sep-2015,2013
CHIAPAS,ACAPETAHUA,PVEM,GERARDO SANCHEZ ROJAS,del 01-Sep-2021 al 31-Ago-2024,2022
CHIAPAS,ACAPETAHUA,PVEM,JAIME CHOY ESPINOZA,del 01-Ene-2002 al 31-Dic-2004,2002
CHIAPAS,ACAPETAHUA,PVEM,JAVIER NIEVES CRUZ,del 01-Oct-2018 al 30-Sep-2021,2019
CHIAPAS,ALDAMA,CM,VICTOR MANUEL LOPEZ VAZQUEZ,del 01-Ene-1999 al 31-Dic-2001,1999
CHIAPAS,ALDAMA,PRI,DOMINGA PEREZ LOPEZ,del 01-Oct-2015 al 30-Sep-2018,2016
CHIAPAS,ALDAMA,PRI,JUAN MENDEZ SANTIZ,del 01-Oct-2012 al 30-Sep-2015,2013
CHIAPAS,ALDAMA,PRI,LORENZO GOMEZ GOMEZ,del 01-Ene-2008 al 31-Dic-2010,2008
CHIAPAS,ALDAMA,PRI,MELCHOR SANCHEZ HERNANDEZ,del 01-Ene-2011 al 31-Ago-2012,2011
CHIAPAS,ALDAMA,PRI,PEDRO RUIZ HERNANDEZ,del 01-Ene-2002 al 31-Dic-2004,2002
CHIAPAS,ALDAMA,PRI,VERONICA RUIZ PEREZ,del 01-Oct-2018 al 30-Sep-2021,2019
CHIAPAS,ALDAMA,PRI,VICTOR SANCHEZ PEREZ,del 01-Ene-2005 al 31-Dic-2007,2005
CHIAPAS,ALDAMA,PVEM,ANGELINA DIAZ MENDEZ,del 01-Sep-2021 al 31-Ago-2024,2022
CHIAPAS,ALTAMIRANO,PRD,ROGELIO SANTIZ MENDEZ,del 01-Ene-1996 al 31-Dic-1998,1996
CHIAPAS,ALTAMIRANO,PRI,ABELINO LOPEZ CRUZ,del 01-Ene-1999 al 31-Dic-2001,1999
CHIAPAS,ALTAMIRANO,PRI,ARMANDO PINTO KANTER,del 01-Ene-2002 al 31-Dic-2004,2002
CHIAPAS,ALTAMIRANO,PRI,HEIDI PINO ESCOBAR,del 01-Ene-2008 al 31-Dic-2010,2008
CHIAPAS,ALTAMIRANO,PRI,JOSE ARNULFO CRUZ DESELIS,del 01-Ene-1992 al 31-Dic-1995,1992
CHIAPAS,ALTAMIRANO,PRI,JOSE IGNACIO GARCIA PINTO,del 01-Ene-2011 al 31-Ago-2012,2011
CHIAPAS,ALTAMIRANO,PVEM,GABRIELA ROQUE TIPACAMU,del 01-Sep-2021 al 31-Ago-2024,2022
CHIAPAS,ALTAMIRANO,PVEM,GERARDO MORENO AGUILAR,del 08-Oct-2015 al 30-Sep-2018,2016
CHIAPAS,ALTAMIRANO,PVEM,PEDRO RODRIGUEZ HERNANDEZ,del 01-Ene-2005 al 31-Dic-2007,2005
CHIAPAS,ALTAMIRANO,PVEM,ROBERTO PINTO KANTER,del 01-Oct-2012 al 30-Sep-2015,2013
CHIAPAS,ALTAMIRANO,PVEM,ROBERTO PINTO KANTER,del 01-Oct-2018 al 30-Sep-2021,2019
CHIAPAS,AMATAN,CM,LILIA ARIAZ MENDEZ,del 13-Feb-2019 al 30-Sep-2021,2019
CHIAPAS,AMATAN,CM-PRI,GABINO GOMEZ MENDEZ,del 01-Ene-1992 al 31-Dic-1995,1992
CHIAPAS,AMATAN,COAL,WILBER CARPIO MAYORGA,del 01-Oct-2015 al 30-Sep-2018,2016
